Daily Baseline: People Moving,Crisis: People Moving,x0,y0,x1,y1,Day,Hours,x0_shifted,y0_shifted,x1_shifted,y1_shifted,distance_km,Avg Weekly Baseline: People Moving,Source Category,Destination Category,geometry,index_right,District
78.0,20,62.875977,9.434505,62.963867,9.434505,"May 05, 2021",00:00,76.99502842580691,19.5475016230666,77.0829184258069,19.5475016230666,9.209653981151009,53.0,Recreation,Pharmacy,POINT (76.99502842580691 19.5475016230666),114,Hingoli
14.0,53,62.963867,9.014763,62.963867,9.098787,"May 05, 2021",00:00,77.0829184258069,19.1277596230666,77.0829184258069,19.2117836230666,9.343042516382049,20.0,Recreation,Recreation,POINT (77.0829184258069 19.1277596230666),105,Parbhani
12.0,28,62.963867,9.014763,63.051758,9.098787,"May 05, 2021",00:00,77.0829184258069,19.1277596230666,77.17080942580691,19.2117836230666,13.13415110541784,9.0,Recreation,Recreation,POINT (77.0829184258069 19.1277596230666),105,Parbhani
11.0,23,62.963867,9.350634,63.13965,9.350634,"May 05, 2021",00:00,77.0829184258069,19.4636306230666,77.2587014258069,19.4636306230666,18.42917528349408,6.0,Public Transport,Residential,POINT (77.0829184258069 19.4636306230666),114,Hingoli
10.0,43,62.963867,8.509829,62.963867,8.425543,"May 05, 2021",00:00,77.0829184258069,18.6228256230666,77.0829184258069,18.5385396230666,9.372175587163174,4.0,Recreation,Retail,POINT (77.0829184258069 18.6228256230666),96,Latur
12.0,34,62.963867,8.678289,63.051758,8.678289,"May 05, 2021",00:00,77.0829184258069,18.7912856230666,77.17080942580691,18.7912856230666,9.252113563115625,8.0,Pharmacy,Residential,POINT (77.0829184258069 18.7912856230666),108,Nanded
14.0,42,62.963867,9.098787,62.963867,9.182774,"May 05, 2021",00:00,77.0829184258069,19.2117836230666,77.0829184258069,19.2957706230666,9.338928304096909,58.0,Public Transport,Supermarket,POINT (77.0829184258069 19.2117836230666),105,Parbhani
83.0,144,62.963867,9.098787,63.051758,9.098787,"May 05, 2021",00:00,77.0829184258069,19.2117836230666,77.17080942580691,19.2117836230666,9.228760412721464,132.0,Public Transport,Recreation,POINT (77.0829184258069 19.2117836230666),105,Parbhani
28.0,99,62.963867,9.182774,62.963867,9.098787,"May 05, 2021",00:00,77.0829184258069,19.2957706230666,77.0829184258069,19.2117836230666,9.338928304096909,52.0,Supermarket,Recreation,POINT (77.0829184258069 19.2957706230666),114,Hingoli
29.0,39,62.963867,9.182774,63.051758,9.098787,"May 05, 2021",00:00,77.0829184258069,19.2957706230666,77.17080942580691,19.2117836230666,13.12791052265559,24.0,Supermarket,Recreation,POINT (77.0829184258069 19.2957706230666),114,Hingoli
12.0,14,62.963867,9.518339,62.963867,9.602135,"May 05, 2021",00:00,77.0829184258069,19.6313356230666,77.0829184258069,19.7151316230666,9.317690073107638,9.0,Residential,Retail,POINT (77.0829184258069 19.6313356230666),114,Hingoli
12.0,24,62.963867,9.936924,63.051758,9.936924,"May 05, 2021",00:00,77.0829184258069,20.0499206230666,77.17080942580691,20.0499206230666,9.180731365807128,10.0,Workplace,Residential,POINT (77.0829184258069 20.0499206230666),94,Washim
11.0,16,62.963867,10.020523,63.051758,10.020523,"May 05, 2021",00:00,77.0829184258069,20.1335196230666,77.17080942580691,20.1335196230666,9.175832845410689,6.0,Park,Public Transport,POINT (77.0829184258069 20.1335196230666),94,Washim
20.0,64,63.051758,8.425543,63.13965,8.425543,"May 05, 2021",00:00,77.17080942580691,18.5385396230666,77.2587014258069,18.5385396230666,9.266016009625544,73.0,Recreation,Recreation,POINT (77.17080942580691 18.5385396230666),96,Latur
14.0,36,63.051758,8.8466,63.051758,8.678289,"May 05, 2021",00:00,77.17080942580691,18.9595966230666,77.17080942580691,18.7912856230666,18.715329298472305,7.0,Supermarket,Residential,POINT (77.17080942580691 18.9595966230666),108,Nanded
29.0,67,63.051758,9.014763,63.051758,9.098787,"May 05, 2021",00:00,77.17080942580691,19.1277596230666,77.17080942580691,19.2117836230666,9.343042516382049,25.0,Retail,Recreation,POINT (77.17080942580691 19.1277596230666),105,Parbhani
16.0,18,63.051758,10.104082,63.051758,10.020523,"May 05, 2021",00:00,77.17080942580691,20.2170786230666,77.17080942580691,20.1335196230666,9.291336875492654,12.0,Retail,Public Transport,POINT (77.17080942580691 20.2170786230666),94,Washim
10.0,34,63.051758,8.594076,63.051758,8.678289,"May 05, 2021",00:00,77.17080942580691,18.7070726230666,77.17080942580691,18.7912856230666,9.364058357518562,4.0,Retail,Residential,POINT (77.17080942580691 18.7070726230666),108,Nanded
49.0,43,63.051758,8.678289,63.051758,8.762463,"May 05, 2021",00:00,77.17080942580691,18.7912856230666,77.17080942580691,18.8754596230666,9.359721755378546,81.0,Park,Pharmacy,POINT (77.17080942580691 18.7912856230666),108,Nanded
37.0,87,63.051758,9.098787,62.963867,9.098787,"May 05, 2021",00:00,77.17080942580691,19.2117836230666,77.0829184258069,19.2117836230666,9.228760412721464,135.0,Recreation,Recreation,POINT (77.17080942580691 19.2117836230666),105,Parbhani
12.0,17,63.051758,9.266724,62.963867,9.266724,"May 05, 2021",00:00,77.17080942580691,19.3797206230666,77.0829184258069,19.3797206230666,9.219294740234467,9.0,Park,Park,POINT (77.17080942580691 19.3797206230666),114,Hingoli
21.0,34,63.051758,9.434505,63.13965,9.350634,"May 05, 2021",00:00,77.17080942580691,19.5475016230666,77.2587014258069,19.4636306230666,13.108792490992538,15.0,Public Transport,Residential,POINT (77.17080942580691 19.5475016230666),114,Hingoli
37.0,87,63.051758,8.762463,63.051758,8.678289,"May 05, 2021",00:00,77.17080942580691,18.8754596230666,77.17080942580691,18.7912856230666,9.359721755378546,77.0,Retail,Residential,POINT (77.17080942580691 18.8754596230666),108,Nanded
23.0,42,63.051758,9.182774,63.051758,9.098787,"May 05, 2021",00:00,77.17080942580691,19.2957706230666,77.17080942580691,19.2117836230666,9.338928304096909,19.0,Park,Recreation,POINT (77.17080942580691 19.2957706230666),114,Hingoli
51.0,79,63.051758,9.350634,63.13965,9.350634,"May 05, 2021",00:00,77.17080942580691,19.4636306230666,77.2587014258069,19.4636306230666,9.214640362920807,58.0,Recreation,Residential,POINT (77.17080942580691 19.4636306230666),114,Hingoli
15.0,44,63.051758,10.854305,63.051758,10.93746,"May 05, 2021",00:00,77.17080942580691,20.9673016230666,77.17080942580691,21.0504566230666,9.24641412512852,12.0,Park,Public Transport,POINT (77.17080942580691 20.9673016230666),118,Amravati
15.0,55,63.051758,10.93746,63.13965,10.93746,"May 05, 2021",00:00,77.17080942580691,21.0504566230666,77.2587014258069,21.0504566230666,9.12092843360671,26.0,Supermarket,Pharmacy,POINT (77.17080942580691 21.0504566230666),118,Amravati
23.0,46,63.13965,8.594076,63.13965,8.509829,"May 05, 2021",00:00,77.2587014258069,18.7070726230666,77.2587014258069,18.6228256230666,9.367838985024218,19.0,Pharmacy,Public Transport,POINT (77.2587014258069 18.7070726230666),108,Nanded
39.0,91,63.13965,8.678289,63.051758,8.678289,"May 05, 2021",00:00,77.2587014258069,18.7912856230666,77.17080942580691,18.7912856230666,9.252218831154172,48.0,Residential,Residential,POINT (77.2587014258069 18.7912856230666),108,Nanded
10.0,19,63.13965,9.014763,63.051758,9.098787,"May 05, 2021",00:00,77.2587014258069,19.1277596230666,77.17080942580691,19.2117836230666,13.134224923562972,3.0,Supermarket,Recreation,POINT (77.2587014258069 19.1277596230666),108,Nanded
13.0,28,63.13965,9.014763,63.22754,9.014763,"May 05, 2021",00:00,77.2587014258069,19.1277596230666,77.3465914258069,19.1277596230666,9.233361568311162,9.0,Supermarket,Pharmacy,POINT (77.2587014258069 19.1277596230666),108,Nanded
21.0,28,63.13965,9.266724,63.13965,9.350634,"May 05, 2021",00:00,77.2587014258069,19.3797206230666,77.2587014258069,19.4636306230666,9.330366294745373,15.0,Residential,Residential,POINT (77.2587014258069 19.3797206230666),114,Hingoli
18.0,36,63.13965,8.9307,63.22754,8.9307,"May 05, 2021",00:00,77.2587014258069,19.0436966230666,77.3465914258069,19.0436966230666,9.23805003943803,13.0,Park,Recreation,POINT (77.2587014258069 19.0436966230666),108,Nanded
11.0,25,63.13965,9.350634,63.051758,9.350634,"May 05, 2021",00:00,77.2587014258069,19.4636306230666,77.17080942580691,19.4636306230666,9.214640362920807,63.0,Residential,Residential,POINT (77.2587014258069 19.4636306230666),114,Hingoli
18.0,29,63.13965,9.434505,63.13965,9.350634,"May 05, 2021",00:00,77.2587014258069,19.5475016230666,77.2587014258069,19.4636306230666,9.326029692605356,15.0,Residential,Residential,POINT (77.2587014258069 19.5475016230666),114,Hingoli
10.0,22,63.13965,9.769608,63.22754,9.68589,"May 05, 2021",00:00,77.2587014258069,19.8826046230666,77.3465914258069,19.7988866230666,13.083015931203102,6.0,Workplace,Pharmacy,POINT (77.2587014258069 19.8826046230666),114,Hingoli
14.0,45,63.13965,10.93746,63.051758,10.93746,"May 05, 2021",00:00,77.2587014258069,21.0504566230666,77.17080942580691,21.0504566230666,9.12092843360671,27.0,Supermarket,Public Transport,POINT (77.2587014258069 21.0504566230666),118,Amravati
129.0,300,63.13965,11.435509,63.22754,11.435509,"May 05, 2021",00:00,77.2587014258069,21.5485056230666,77.3465914258069,21.5485056230666,9.0898627564776,226.0,Recreation,Park,POINT (77.2587014258069 21.5485056230666),118,Amravati
44.0,56,63.13965,8.425543,63.051758,8.425543,"May 05, 2021",00:00,77.2587014258069,18.5385396230666,77.17080942580691,18.5385396230666,9.266016009625544,74.0,Public Transport,Recreation,POINT (77.2587014258069 18.5385396230666),96,Latur
18.0,37,63.13965,8.762463,63.051758,8.678289,"May 05, 2021",00:00,77.2587014258069,18.8754596230666,77.17080942580691,18.7912856230666,13.15922078765215,15.0,Retail,Residential,POINT (77.2587014258069 18.8754596230666),108,Nanded
18.0,18,63.13965,8.762463,63.051758,8.762463,"May 05, 2021",00:00,77.2587014258069,18.8754596230666,77.17080942580691,18.8754596230666,9.247583869767324,11.0,Retail,Pharmacy,POINT (77.2587014258069 18.8754596230666),108,Nanded
12.0,13,63.13965,9.182774,63.13965,9.350634,"May 05, 2021",00:00,77.2587014258069,19.2957706230666,77.2587014258069,19.4636306230666,18.66518038655573,6.0,Supermarket,Residential,POINT (77.2587014258069 19.2957706230666),108,Nanded
16.0,12,63.13965,9.602135,63.22754,9.68589,"May 05, 2021",00:00,77.2587014258069,19.7151316230666,77.3465914258069,19.7988866230666,13.08934270328739,11.0,Pharmacy,Pharmacy,POINT (77.2587014258069 19.7151316230666),114,Hingoli
35.0,45,63.13965,9.68589,63.22754,9.68589,"May 05, 2021",00:00,77.2587014258069,19.7988866230666,77.3465914258069,19.7988866230666,9.195218686986356,38.0,Supermarket,Pharmacy,POINT (77.2587014258069 19.7988866230666),114,Hingoli
14.0,18,63.13965,9.853285,63.051758,9.853285,"May 05, 2021",00:00,77.2587014258069,19.9662816230666,77.17080942580691,19.9662816230666,9.18571718246762,10.0,Residential,Supermarket,POINT (77.2587014258069 19.9662816230666),94,Washim
23.0,32,63.22754,9.350634,63.13965,9.350634,"May 05, 2021",00:00,77.3465914258069,19.4636306230666,77.2587014258069,19.4636306230666,9.214430681945515,21.0,Pharmacy,Residential,POINT (77.3465914258069 19.4636306230666),114,Hingoli
56.0,63,63.22754,9.602135,63.22754,9.68589,"May 05, 2021",00:00,77.3465914258069,19.7151316230666,77.3465914258069,19.7988866230666,9.31313108111522,55.0,Retail,Pharmacy,POINT (77.3465914258069 19.7151316230666),114,Hingoli
31.0,39,63.22754,9.769608,63.22754,9.68589,"May 05, 2021",00:00,77.3465914258069,19.8826046230666,77.3465914258069,19.7988866230666,9.30901686882902,33.0,Recreation,Pharmacy,POINT (77.3465914258069 19.8826046230666),106,Yavatmal
17.0,20,63.22754,8.425543,63.31543,8.425543,"May 05, 2021",00:00,77.3465914258069,18.5385396230666,77.4344814258069,18.5385396230666,9.265805159586778,10.0,Residential,Recreation,POINT (77.3465914258069 18.5385396230666),108,Nanded
14.0,25,63.22754,8.509829,63.22754,8.594076,"May 05, 2021",00:00,77.3465914258069,18.6228256230666,77.3465914258069,18.7070726230666,9.367838985024218,10.0,Supermarket,Park,POINT (77.3465914258069 18.6228256230666),108,Nanded
14.0,37,63.22754,8.678289,63.22754,8.594076,"May 05, 2021",00:00,77.3465914258069,18.7912856230666,77.3465914258069,18.7070726230666,9.364058357518562,11.0,Supermarket,Park,POINT (77.3465914258069 18.7912856230666),108,Nanded
20.0,63,63.22754,8.678289,63.31543,8.678289,"May 05, 2021",00:00,77.3465914258069,18.7912856230666,77.4344814258069,18.7912856230666,9.252008295073058,15.0,Supermarket,Public Transport,POINT (77.3465914258069 18.7912856230666),108,Nanded
20.0,47,63.22754,8.9307,63.22754,9.014763,"May 05, 2021",00:00,77.3465914258069,19.0436966230666,77.3465914258069,19.1277596230666,9.34737911852171,32.0,Public Transport,Pharmacy,POINT (77.3465914258069 19.0436966230666),108,Nanded
10.0,41,63.22754,9.014763,63.22754,8.9307,"May 05, 2021",00:00,77.3465914258069,19.1277596230666,77.3465914258069,19.0436966230666,9.34737911852171,35.0,Residential,Recreation,POINT (77.3465914258069 19.1277596230666),108,Nanded
24.0,40,63.22754,9.434505,63.13965,9.350634,"May 05, 2021",00:00,77.3465914258069,19.5475016230666,77.2587014258069,19.4636306230666,13.108645175918156,18.0,Recreation,Residential,POINT (77.3465914258069 19.5475016230666),114,Hingoli
16.0,29,63.22754,9.434505,63.22754,9.518339,"May 05, 2021",00:00,77.3465914258069,19.5475016230666,77.3465914258069,19.6313356230666,9.321915480319864,20.0,Recreation,Recreation,POINT (77.3465914258069 19.5475016230666),114,Hingoli
10.0,12,63.22754,9.518339,63.13965,9.518339,"May 05, 2021",00:00,77.3465914258069,19.6313356230666,77.2587014258069,19.6313356230666,9.20485966637662,2.0,Pharmacy,Pharmacy,POINT (77.3465914258069 19.6313356230666),114,Hingoli
10.0,48,63.22754,9.518339,63.22754,9.434505,"May 05, 2021",00:00,77.3465914258069,19.6313356230666,77.3465914258069,19.5475016230666,9.321915480319864,23.0,Pharmacy,Residential,POINT (77.3465914258069 19.6313356230666),114,Hingoli
13.0,14,63.22754,9.518339,63.22754,9.68589,"May 05, 2021",00:00,77.3465914258069,19.6313356230666,77.3465914258069,19.7988866230666,18.630821154222858,9.0,Pharmacy,Pharmacy,POINT (77.3465914258069 19.6313356230666),114,Hingoli
19.0,14,63.22754,9.853285,63.22754,9.68589,"May 05, 2021",00:00,77.3465914258069,19.9662816230666,77.3465914258069,19.7988866230666,18.61347474566597,14.0,Retail,Pharmacy,POINT (77.3465914258069 19.9662816230666),106,Yavatmal
13.0,13,63.22754,10.104082,63.31543,10.104082,"May 05, 2021",00:00,77.3465914258069,20.2170786230666,77.4344814258069,20.2170786230666,9.170812804133982,8.0,Pharmacy,Workplace,POINT (77.3465914258069 20.2170786230666),94,Washim
67.0,215,63.22754,11.435509,63.13965,11.435509,"May 05, 2021",00:00,77.3465914258069,21.5485056230666,77.2587014258069,21.5485056230666,9.0898627564776,237.0,Supermarket,Workplace,POINT (77.3465914258069 21.5485056230666),118,Amravati
23.0,28,63.22754,9.266724,63.13965,9.350634,"May 05, 2021",00:00,77.3465914258069,19.3797206230666,77.2587014258069,19.4636306230666,13.115081064804484,14.0,Supermarket,Residential,POINT (77.3465914258069 19.3797206230666),114,Hingoli
11.0,23,63.22754,9.68589,63.31543,9.769608,"May 05, 2021",00:00,77.3465914258069,19.7988866230666,77.4344814258069,19.8826046230666,13.083015931203102,44.0,Retail,Supermarket,POINT (77.3465914258069 19.7988866230666),114,Hingoli
11.0,35,63.22754,9.68589,63.31543,9.68589,"May 05, 2021",00:00,77.3465914258069,19.7988866230666,77.4344814258069,19.7988866230666,9.195218686986356,77.0,Retail,Retail,POINT (77.3465914258069 19.7988866230666),114,Hingoli
14.0,36,63.22754,11.51837,63.22754,11.435509,"May 05, 2021",00:00,77.3465914258069,21.6313666230666,77.3465914258069,21.5485056230666,9.213722816694842,19.0,Retail,Park,POINT (77.3465914258069 21.6313666230666),118,Amravati
14.0,24,63.31543,8.762463,63.31543,8.678289,"May 05, 2021",00:00,77.4344814258069,18.8754596230666,77.4344814258069,18.7912856230666,9.359721755378546,11.0,Recreation,Public Transport,POINT (77.4344814258069 18.8754596230666),108,Nanded
18.0,18,63.31543,9.602135,63.22754,9.68589,"May 05, 2021",00:00,77.4344814258069,19.7151316230666,77.3465914258069,19.7988866230666,13.08934270328739,13.0,Recreation,Pharmacy,POINT (77.4344814258069 19.7151316230666),114,Hingoli
17.0,51,63.31543,8.425543,63.40332,8.425543,"May 05, 2021",00:00,77.4344814258069,18.5385396230666,77.52237142580691,18.5385396230666,9.26580515958812,60.0,Workplace,Recreation,POINT (77.4344814258069 18.5385396230666),108,Nanded
20.0,26,63.31543,8.425543,63.49121,8.425543,"May 05, 2021",00:00,77.4344814258069,18.5385396230666,77.6102614258069,18.5385396230666,18.531609768170032,30.0,Workplace,Public Transport,POINT (77.4344814258069 18.5385396230666),108,Nanded
19.0,26,63.31543,8.594076,63.22754,8.594076,"May 05, 2021",00:00,77.4344814258069,18.7070726230666,77.3465914258069,18.7070726230666,9.256625316002308,13.0,Park,Park,POINT (77.4344814258069 18.7070726230666),108,Nanded
12.0,28,63.31543,8.9307,63.22754,8.9307,"May 05, 2021",00:00,77.4344814258069,19.0436966230666,77.3465914258069,19.0436966230666,9.23805003943803,9.0,Public Transport,Recreation,POINT (77.4344814258069 19.0436966230666),108,Nanded
12.0,11,63.31543,9.014763,63.22754,9.014763,"May 05, 2021",00:00,77.4344814258069,19.1277596230666,77.3465914258069,19.1277596230666,9.233361568311162,6.0,Retail,Pharmacy,POINT (77.4344814258069 19.1277596230666),108,Nanded
43.0,56,63.31543,9.769608,63.22754,9.68589,"May 05, 2021",00:00,77.4344814258069,19.8826046230666,77.3465914258069,19.7988866230666,13.083015931203102,44.0,Pharmacy,Pharmacy,POINT (77.4344814258069 19.8826046230666),106,Yavatmal
16.0,11,63.31543,9.853285,63.22754,9.68589,"May 05, 2021",00:00,77.4344814258069,19.9662816230666,77.3465914258069,19.7988866230666,20.75871668829748,11.0,Retail,Pharmacy,POINT (77.4344814258069 19.9662816230666),106,Yavatmal
19.0,60,63.31543,10.354521,63.31543,10.271082,"May 05, 2021",00:00,77.4344814258069,20.4675176230666,77.4344814258069,20.3840786230666,9.277993484295244,56.0,Public Transport,Recreation,POINT (77.4344814258069 20.4675176230666),94,Washim
13.0,24,63.31543,9.350634,63.40332,9.434505,"May 05, 2021",00:00,77.4344814258069,19.4636306230666,77.52237142580691,19.5475016230666,13.108645175919094,9.0,Retail,Residential,POINT (77.4344814258069 19.4636306230666),114,Hingoli
12.0,14,63.31543,9.350634,63.49121,9.434505,"May 05, 2021",00:00,77.4344814258069,19.4636306230666,77.6102614258069,19.5475016230666,20.649983090740147,8.0,Retail,Residential,POINT (77.4344814258069 19.4636306230666),114,Hingoli
10.0,11,63.31543,9.350634,63.49121,9.518339,"May 05, 2021",00:00,77.4344814258069,19.4636306230666,77.6102614258069,19.6313356230666,26.21099934383884,4.0,Retail,Supermarket,POINT (77.4344814258069 19.4636306230666),114,Hingoli
61.0,92,63.31543,9.68589,63.22754,9.68589,"May 05, 2021",00:00,77.4344814258069,19.7988866230666,77.3465914258069,19.7988866230666,9.195218686986356,66.0,Public Transport,Pharmacy,POINT (77.4344814258069 19.7988866230666),106,Yavatmal
29.0,31,63.31543,10.271082,63.31543,10.354521,"May 05, 2021",00:00,77.4344814258069,20.3840786230666,77.4344814258069,20.4675176230666,9.277993484295244,59.0,Pharmacy,Recreation,POINT (77.4344814258069 20.3840786230666),94,Washim
16.0,44,63.40332,8.509829,63.40332,8.425543,"May 05, 2021",00:00,77.52237142580691,18.6228256230666,77.52237142580691,18.5385396230666,9.372175587163174,11.0,Pharmacy,Recreation,POINT (77.52237142580691 18.6228256230666),108,Nanded
45.0,73,63.40332,8.509829,63.49121,8.425543,"May 05, 2021",00:00,77.52237142580691,18.6228256230666,77.6102614258069,18.5385396230666,13.177647934585874,41.0,Pharmacy,Public Transport,POINT (77.52237142580691 18.6228256230666),108,Nanded
12.0,42,63.40332,9.518339,63.40332,9.434505,"May 05, 2021",00:00,77.52237142580691,19.6313356230666,77.52237142580691,19.5475016230666,9.321915480319864,10.0,Public Transport,Residential,POINT (77.52237142580691 19.6313356230666),108,Nanded
20.0,46,63.40332,9.518339,63.49121,9.434505,"May 05, 2021",00:00,77.52237142580691,19.6313356230666,77.6102614258069,19.5475016230666,13.102355167798828,16.0,Public Transport,Residential,POINT (77.52237142580691 19.6313356230666),108,Nanded
19.0,31,63.40332,9.518339,63.49121,9.518339,"May 05, 2021",00:00,77.52237142580691,19.6313356230666,77.6102614258069,19.6313356230666,9.204859666375286,15.0,Public Transport,Supermarket,POINT (77.52237142580691 19.6313356230666),108,Nanded
36.0,82,63.40332,8.425543,63.31543,8.425543,"May 05, 2021",00:00,77.52237142580691,18.5385396230666,77.4344814258069,18.5385396230666,9.26580515958812,56.0,Supermarket,Recreation,POINT (77.52237142580691 18.5385396230666),108,Nanded
11.0,26,63.40332,8.425543,63.40332,8.341221,"May 05, 2021",00:00,77.52237142580691,18.5385396230666,77.52237142580691,18.4542176230666,9.376178604522645,15.0,Supermarket,Supermarket,POINT (77.52237142580691 18.5385396230666),108,Nanded
119.0,198,63.40332,8.425543,63.49121,8.425543,"May 05, 2021",00:00,77.52237142580691,18.5385396230666,77.6102614258069,18.5385396230666,9.265805159585437,160.0,Supermarket,Public Transport,POINT (77.52237142580691 18.5385396230666),108,Nanded
22.0,26,63.40332,8.594076,63.49121,8.425543,"May 05, 2021",00:00,77.52237142580691,18.7070726230666,77.6102614258069,18.5385396230666,20.9035488963495,20.0,Park,Public Transport,POINT (77.52237142580691 18.7070726230666),108,Nanded
10.0,26,63.40332,9.014763,63.40332,8.9307,"May 05, 2021",00:00,77.52237142580691,19.1277596230666,77.52237142580691,19.0436966230666,9.34737911852171,8.0,Residential,Retail,POINT (77.52237142580691 19.1277596230666),108,Nanded
14.0,37,63.40332,9.350634,63.40332,9.434505,"May 05, 2021",00:00,77.52237142580691,19.4636306230666,77.52237142580691,19.5475016230666,9.326029692605356,10.0,Public Transport,Residential,POINT (77.52237142580691 19.4636306230666),108,Nanded
32.0,79,63.40332,9.434505,63.49121,9.434505,"May 05, 2021",00:00,77.52237142580691,19.5475016230666,77.6102614258069,19.5475016230666,9.209653981151009,70.0,Park,Residential,POINT (77.52237142580691 19.5475016230666),108,Nanded
15.0,30,63.40332,9.434505,63.49121,9.518339,"May 05, 2021",00:00,77.52237142580691,19.5475016230666,77.6102614258069,19.6313356230666,13.102355167798828,24.0,Park,Supermarket,POINT (77.52237142580691 19.5475016230666),108,Nanded
10.0,11,63.40332,9.602135,63.49121,9.434505,"May 05, 2021",00:00,77.52237142580691,19.7151316230666,77.6102614258069,19.5475016230666,20.78856111427476,3.0,Public Transport,Residential,POINT (77.52237142580691 19.7151316230666),106,Yavatmal
10.0,21,63.40332,10.020523,63.40332,10.104082,"May 05, 2021",00:00,77.52237142580691,20.1335196230666,77.52237142580691,20.2170786230666,9.291336875492654,8.0,Park,Recreation,POINT (77.52237142580691 20.1335196230666),94,Washim
25.0,78,63.40332,10.104082,63.49121,10.104082,"May 05, 2021",00:00,77.52237142580691,20.2170786230666,77.6102614258069,20.2170786230666,9.170812804132655,67.0,Retail,Retail,POINT (77.52237142580691 20.2170786230666),94,Washim
13.0,30,63.40332,10.43792,63.666992,10.354521,"May 05, 2021",00:00,77.52237142580691,20.5509166230666,77.7860434258069,20.4675176230666,28.984210427296745,9.0,Public Transport,Retail,POINT (77.52237142580691 20.5509166230666),94,Washim
13.0,33,63.40332,8.678289,63.31543,8.678289,"May 05, 2021",00:00,77.52237142580691,18.7912856230666,77.4344814258069,18.7912856230666,9.2520082950744,10.0,Recreation,Public Transport,POINT (77.52237142580691 18.7912856230666),108,Nanded
11.0,11,63.40332,9.68589,63.22754,9.68589,"May 05, 2021",00:00,77.52237142580691,19.7988866230666,77.3465914258069,19.7988866230666,18.39043675336666,4.0,Park,Pharmacy,POINT (77.52237142580691 19.7988866230666),106,Yavatmal
12.0,37,63.40332,10.271082,63.31543,10.271082,"May 05, 2021",00:00,77.52237142580691,20.3840786230666,77.4344814258069,20.3840786230666,9.160930027514643,7.0,Residential,Recreation,POINT (77.52237142580691 20.3840786230666),94,Washim
